State,City,Neighborhood,total population,number of males,number of females,number of people under 5,number of people aged 5-9,number of people aged 10-14,number of people aged 15-19,number of people aged 20-24,number of people aged 25-34,number of people aged 35-44,number of people aged 45-54,number of people aged 55-59,number of people aged 60-64,number of people aged 65-74,number of people aged 75-84,number of people aged over 85,median aged,number of white people,number of black people,number of native american people,number of asain people(including indian and chinese),number of indian people,number of chinese people,number of pacific islander,number of employeed people 16 and over,number of commuters who drive to work,number of commuter who carpool to work,number of commuter who took public transport to work,number of commuters who walk to work,number of commuters who work from home,people with health insurance,mean commute time to work,num of home owners,number of homes,number of houses built 2020 or more recent,Number of houses built 2010 to 2019,number of houses built 2000 to 2009,number of houses built 1990 to 1999,number of houses built 1980 to 1989,number of houses built 1970 to 1979,number of houses built 1960 to 1969,number of houses built 1950 to 1959,number of houses built 1940 to 1949,number of house built 1939 or before,number of people 25 years or older who have high school degree,number of poeple 25 years or older who have an associates degree,number of people 25 years or older who have a bachelors degree,number of people 25 years or older who have a grad or professional degree,median household yearly income,median montly housing costs,number of people born in the US,number of people born outside the US,number of naturalized citizens,number of non-citizens,number of people with a disability
California,Los Angeles,Fairfax,37713.0,18563.0,19150.0,1615.0,1351.0,1658.0,1204.0,2401.0,9361.0,7504.0,4833.0,1983.0,1826.0,2543.0,996.0,438.0,36.5,22708.0,2388.0,140.0,7222.0,683.0,697.0,24.0,25290.0,13818.0,1292.0,588.0,754.0,5565.0,35350.0,29.1,19753.0,21848.0,33.0,1413.0,1751.0,1153.0,1752.0,1265.0,1096.0,1858.0,3266.0,8261.0,2474.0,1241.0,13003.0,7294.0,97583.0,2652.0,27774.0,9795.0,5395.0,4400.0,2693.0
California,Los Angeles,Florence-Graham,57652.0,29102.0,28550.0,4145.0,4620.0,5120.0,4820.0,4709.0,9076.0,7695.0,7594.0,2953.0,2445.0,2960.0,975.0,540.0,31.0,16284.0,4295.0,1226.0,348.0,64.0,24.0,13.0,26761.0,15966.0,2970.0,1896.0,447.0,1065.0,47180.0,35.5,13597.0,14157.0,17.0,411.0,616.0,451.0,908.0,905.0,1536.0,2257.0,2716.0,4340.0,8127.0,1538.0,1845.0,495.0,57698.0,1413.0,34043.0,23596.0,7469.0,16127.0,5587.0
California,Los Angeles,Glassell Park,44897.0,23097.0,21800.0,2373.0,2494.0,1871.0,1966.0,2491.0,8495.0,7148.0,6003.0,3034.0,2673.0,4139.0,1592.0,618.0,38.7,17169.0,817.0,1084.0,6643.0,217.0,1141.0,6.0,26452.0,14198.0,2397.0,1257.0,398.0,4451.0,41035.0,29.7,16200.0,17095.0,40.0,897.0,487.0,872.0,1127.0,1548.0,2020.0,2143.0,1577.0,6384.0,6367.0,1941.0,8382.0,5181.0,88329.0,1934.0,29287.0,15543.0,9255.0,6288.0,4836.0
California,Los Angeles,Griffith Park,45764.0,22930.0,22834.0,2245.0,1655.0,1001.0,1059.0,1957.0,11759.0,8508.0,4993.0,2784.0,2619.0,3898.0,2040.0,1246.0,38.1,29298.0,1600.0,121.0,5403.0,591.0,1009.0,31.0,29860.0,12992.0,1055.0,1700.0,2528.0,7796.0,42107.0,28.3,21331.0,23773.0,48.0,439.0,456.0,899.0,2075.0,3330.0,3289.0,3420.0,2507.0,7310.0,5547.0,2012.0,14522.0,7346.0,86826.0,1940.0,32086.0,13304.0,8409.0,4895.0,4732.0
California,Los Angeles,Hancock Park,48616.5,24516.5,24100.0,2563.5,2674.5,2207.0,2156.5,3437.5,10203.5,7186.5,6492.5,3066.0,2783.5,3676.0,1470.0,699.5,36.350000000000000,12195.5,2668.5,523.5,15993.0,487.0,1016.0,46.5,28543.0,14112.5,2036.0,4227.0,963.0,3614.5,41171.0,32.150000000000000,20184.0,22299.0,87.0,775.5,764.5,1698.5,2406.0,3696.5,3471.0,1786.0,1297.5,6316.5,6269.5,1989.0,10435.5,4198.0,56870.5,1720.0,24525.5,24055.0,10796.0,13259.0,4269.0
California,Los Angeles,Hansen Hills,99804.0,51123.0,48681.0,5650.0,6872.0,7365.0,7465.0,8076.0,15572.0,12893.0,13240.0,6323.0,4505.0,6822.0,3879.0,1142.0,34.3,33934.0,1902.0,1007.0,4574.0,67.0,318.0,88.0,48119.0,30578.0,7027.0,1587.0,606.0,2663.0,87301.0,30.1,22995.0,23926.0,15.0,552.0,1143.0,1102.0,2554.0,2385.0,2826.0,9832.0,2903.0,614.0,17118.0,2463.0,5491.0,1671.0,76942.0,1897.0,56881.0,42543.0,20577.0,21966.0,11382.0
California,Los Angeles,Harbor Gateway/Shoestring,29749.4,14425.0,15324.4,1714.2,1870.2,1790.2,1735.2,1841.4,4588.8,4112.4,3722.4,1873.0,2007.8,2650.8,1196.6,646.4,39.3,6662.2,4322.4,344.4,6955.4,130.6,654.0,39.2,15612.4,10590.2,1412.2,379.2,319.8,1111.8,26280.0,27.76,9759.4,10403.2,37.8,485.0,522.8,619.0,1023.8,1273.4,1989.4,2486.0,1067.6,898.4,4934.8,1563.4,4245.6,1631.2,77633.6,1719.4,18787.6,10610.2,5262.0,5348.2,3327.0
California,Los Angeles,Harvard Heights,56628.0,27655.0,28973.0,2494.0,3485.0,3274.0,3429.0,4294.0,10683.0,8221.0,7536.0,3090.0,3164.0,4171.0,2084.0,703.0,35.7,13244.0,1669.0,985.0,10370.0,105.0,854.0,118.0,30289.0,15603.0,1895.0,7234.0,762.0,2108.0,42454.0,34.6,19100.0,21251.0,78.0,1137.0,965.0,934.0,2067.0,1497.0,2772.0,1751.0,1926.0,8124.0,9419.0,1678.0,6381.0,1816.0,47599.0,1369.0,25371.0,30704.0,9548.0,21156.0,4895.0
California,Los Angeles,Hollywood,32334.0,17189.333333333300,15144.666666666700,1035.8333333333300,789.8333333333330,755.5,805.5,1731.5,8535.333333333330,5849.666666666670,4302.333333333330,2225.6666666666700,1711.6666666666700,2620.8333333333300,1295.6666666666700,674.6666666666670,39.050000000000000,20393.5,1812.8333333333300,189.33333333333300,2844.8333333333300,272.8333333333330,635.0,35.166666666666700,22219.666666666700,10556.0,928.8333333333330,1447.0,1157.6666666666700,5000.666666666670,29304.0,29.516666666666700,17429.666666666700,20249.333333333300,108.5,1248.8333333333300,699.3333333333330,888.6666666666670,1819.0,3137.6666666666700,3189.5,2793.5,1469.0,4895.333333333330,3431.5,1576.3333333333300,10469.666666666700,5071.666666666670,81968.16666666670,2098.0,22705.5,9493.833333333330,5334.166666666670,4159.666666666670,3708.0
California,Los Angeles,Hyde Park,44461.0,21307.0,23154.0,1910.0,2608.0,2896.0,2587.0,2917.0,5273.0,6153.0,6222.0,2670.0,3003.0,4174.0,2935.0,1113.0,40.8,5982.0,26642.0,296.0,936.0,34.0,221.0,119.0,21696.0,13645.0,764.0,1330.0,143.0,2156.0,41592.0,36.0,17132.0,18614.0,10.0,305.0,334.0,445.0,1075.0,1319.0,1415.0,2458.0,3491.0,7762.0,6927.0,2684.0,5989.0,3818.0,63990.0,1723.0,36126.0,8051.0,4258.0,3793.0,6973.0
California,Los Angeles,Jefferson Park,49898.0,24534.0,25364.0,2888.0,2692.0,3223.0,2840.0,3753.0,8821.0,6876.0,6089.0,3015.0,2463.0,4133.0,2115.0,990.0,35.9,13547.0,12125.0,273.0,3110.0,102.0,439.0,88.0,25214.0,15401.0,2037.0,2182.0,467.0,1901.0,42506.0,34.8,16339.0,17717.0,33.0,352.0,222.0,1018.0,1239.0,1185.0,1221.0,1889.0,1884.0,8674.0,7683.0,2007.0,5337.0,2547.0,58987.0,1612.0,30346.0,18930.0,8591.0,10339.0,5966.0
California,Los Angeles,Koreatown,56628.0,27655.0,28973.0,2494.0,3485.0,3274.0,3429.0,4294.0,10683.0,8221.0,7536.0,3090.0,3164.0,4171.0,2084.0,703.0,35.7,13244.0,1669.0,985.0,10370.0,105.0,854.0,118.0,30289.0,15603.0,1895.0,7234.0,762.0,2108.0,42454.0,34.6,19100.0,21251.0,78.0,1137.0,965.0,934.0,2067.0,1497.0,2772.0,1751.0,1926.0,8124.0,9419.0,1678.0,6381.0,1816.0,47599.0,1369.0,25371.0,30704.0,9548.0,21156.0,4895.0
California,Los Angeles,La Tuna Canyon,45601.0,22455.0,23146.0,2021.0,2845.0,3008.0,3148.0,3174.0,7629.0,5514.0,6898.0,2811.0,2770.0,3633.0,1410.0,740.0,37.0,18728.0,1015.0,526.0,2209.0,209.0,143.0,140.0,23124.0,14825.0,3310.0,768.0,380.0,1350.0,38990.0,29.5,12175.0,12930.0,73.0,328.0,415.0,674.0,1206.0,1488.0,2291.0,3632.0,1997.0,826.0,7594.0,2356.0,3733.0,1467.0,68132.0,1843.0,24854.0,20544.0,11728.0,8816.0,5613.0
California,Los Angeles,Lake View Terrace,92580.0,46078.0,46502.0,5357.0,5098.0,6177.0,7175.0,6453.0,13727.0,12505.0,11572.0,6370.0,5915.0,7568.0,3175.0,1488.0,36.9,39830.0,3511.0,1374.0,7151.0,332.0,313.0,243.0,47398.0,31803.0,5444.0,659.0,463.0,3879.0,83146.0,31.1,24927.0,26221.0,136.0,1581.0,2589.0,1661.0,5943.0,3284.0,4043.0,4622.0,1696.0,666.0,15700.0,4535.0,9158.0,3490.0,89264.0,2099.0,59156.0,32678.0,19051.0,13627.0,11276.0
California,Los Angeles,Leimert Park,41487.0,20057.5,21429.5,2216.0,2073.0,2649.5,2092.5,3024.5,6965.0,5778.0,5310.5,2506.5,2323.5,3816.5,1872.5,859.0,38.75,8338.0,16586.0,305.0,2050.5,89.0,289.0,62.0,21453.5,12884.5,1538.5,2023.0,313.5,1861.5,36673.0,34.8,15516.5,16914.5,34.0,209.0,335.5,721.0,973.5,988.5,2420.0,3121.0,2328.0,5784.0,6267.0,2013.5,4827.0,3079.0,58433.5,1604.0,28318.5,12846.0,5719.0,7127.0,5630.0
California,Los Angeles,Little Tokyo,38430.0,23655.0,14775.0,983.0,775.0,745.0,1203.0,3639.0,11688.0,6637.0,4331.0,1641.0,1590.0,2463.0,1808.0,927.0,35.2,9227.0,5071.0,371.0,13807.0,423.0,6639.0,39.0,18197.0,8786.0,1329.0,1237.0,1286.0,3265.0,26122.0,28.6,14945.0,16350.0,156.0,3681.0,2090.0,1227.0,3355.0,1264.0,1632.0,720.0,743.0,1482.0,5509.0,1778.0,7657.0,4221.0,58444.0,2077.0,14759.0,14438.0,8374.0,6064.0,3124.0
California,Los Angeles,Los Angeles International Airport,41123.0,19445.0,21678.0,1953.0,1639.0,1437.0,3918.0,4246.0,6585.0,5625.0,5017.0,2463.0,2583.0,3413.0,1362.0,882.0,36.2,23160.0,3601.0,450.0,6130.0,791.0,2092.0,76.0,23417.0,13230.0,1062.0,207.0,997.0,5155.0,39676.0,27.1,15852.0,17377.0,181.0,1910.0,1311.0,1174.0,1196.0,1127.0,1168.0,4594.0,4444.0,272.0,2268.0,2045.0,10545.0,6616.0,125692.0,2787.0,34268.0,6817.0,3776.0,3041.0,3447.0
California,Los Angeles,Melrose,35309.333333333300,18805.666666666700,16503.666666666700,1141.3333333333300,849.6666666666670,983.0,638.3333333333330,1767.0,9041.666666666670,6883.333333333330,4950.333333333330,2365.6666666666700,1881.6666666666700,2822.3333333333300,1308.3333333333300,676.6666666666670,39.9,24382.0,1854.3333333333300,106.0,3930.0,370.3333333333330,644.3333333333330,28.666666666666700,24857.666666666700,13157.333333333300,989.6666666666670,760.0,810.3333333333330,5577.0,33187.666666666700,28.566666666666700,20367.666666666700,22785.0,27.0,1094.3333333333300,1182.3333333333300,1086.0,2099.6666666666700,3598.0,3210.0,3083.6666666666700,1903.3333333333300,5500.666666666670,2443.3333333333300,1866.3333333333300,12910.0,6947.0,97018.33333333330,2473.3333333333300,26127.666666666700,9035.0,5542.666666666670,3492.3333333333300,3713.3333333333300
California,Los Angeles,Mid-City,59410.0,29802.0,29608.0,2902.0,2246.0,3235.0,2640.0,3527.0,10790.0,10065.0,7762.0,4365.0,3367.0,5069.0,2166.0,1276.0,38.8,18118.0,10624.0,339.0,10302.0,269.0,680.0,195.0,34043.0,19515.0,2119.0,3367.0,415.0,4269.0,49945.0,31.0,23576.0,26022.0,5.0,430.0,974.0,881.0,1188.0,2077.0,2507.0,2910.0,3146.0,11904.0,9353.0,2713.0,10898.0,5483.0,65972.0,1813.0,36695.0,22042.0,9034.0,13008.0,5513.0
California,Los Angeles,Mid-City West,20411.0,10293.0,10118.0,845.0,478.0,369.0,300.0,828.0,5451.0,3208.0,2627.0,1542.0,738.0,2004.0,1199.0,822.0,39.3,15644.0,819.0,16.0,1474.0,174.0,440.0,0.0,13538.0,7108.0,419.0,157.0,501.0,3462.0,19292.0,26.1,11564.0,13755.0,19.0,975.0,458.0,512.0,1174.0,2150.0,1615.0,1595.0,932.0,4325.0,1542.0,748.0,7690.0,4436.0,102244.0,2402.0,14371.0,5657.0,3964.0,1693.0,2134.0
California,Los Angeles,Miracle Mile,37713.0,18563.0,19150.0,1615.0,1351.0,1658.0,1204.0,2401.0,9361.0,7504.0,4833.0,1983.0,1826.0,2543.0,996.0,438.0,36.5,22708.0,2388.0,140.0,7222.0,683.0,697.0,24.0,25290.0,13818.0,1292.0,588.0,754.0,5565.0,35350.0,29.1,19753.0,21848.0,33.0,1413.0,1751.0,1153.0,1752.0,1265.0,1096.0,1858.0,3266.0,8261.0,2474.0,1241.0,13003.0,7294.0,97583.0,2652.0,27774.0,9795.0,5395.0,4400.0,2693.0
California,Los Angeles,Mission Hills,26651.5,13261.0,13390.5,1464.5,1552.0,1663.0,1717.5,1794.0,4423.0,3548.5,3529.0,1554.0,1582.5,2162.5,1130.5,530.5,37.9,9610.5,534.5,351.0,1418.0,113.5,35.0,132.0,14053.5,9517.0,1702.0,382.0,104.0,719.5,23987.0,30.55,7047.5,7361.5,38.5,138.5,297.5,398.5,679.5,748.0,775.0,2697.0,769.5,819.5,4966.5,1096.5,2255.0,811.0,82643.0,1910.0,16557.5,9901.0,5457.0,4444.0,2999.5
California,Los Angeles,Monterey Hills,44881.0,23189.0,21692.0,2401.0,2268.0,2827.0,2706.0,3816.0,6984.0,5934.0,5785.0,2537.0,2452.0,3875.0,2178.0,1118.0,37.4,11735.0,1256.0,593.0,5670.0,53.0,3235.0,4.0,23232.0,13223.0,2800.0,1059.0,493.0,2340.0,40506.0,31.3,13427.0,14203.0,0.0,303.0,388.0,922.0,1150.0,920.0,1376.0,2068.0,2203.0,4873.0,6907.0,1747.0,4904.0,2507.0,76608.0,1614.0,28351.0,16373.0,9531.0,6842.0,5492.0
California,Los Angeles,Mt Olympus,48170.0,25800.0,22370.0,1232.0,954.0,985.0,535.0,2155.0,13048.0,9743.0,6765.0,3249.0,2129.0,4031.0,2155.0,1189.0,39.2,34073.0,2654.0,178.0,3348.0,229.0,873.0,62.0,34716.0,18419.0,1254.0,1344.0,991.0,7311.0,44828.0,30.3,28346.0,31405.0,48.0,1362.0,1280.0,1658.0,3206.0,5580.0,5198.0,5094.0,1645.0,6334.0,3717.0,3502.0,17768.0,8750.0,87339.0,2176.0,35132.0,12742.0,8340.0,4402.0,6080.0
California,Los Angeles,Mt Washington,44897.0,23097.0,21800.0,2373.0,2494.0,1871.0,1966.0,2491.0,8495.0,7148.0,6003.0,3034.0,2673.0,4139.0,1592.0,618.0,38.7,17169.0,817.0,1084.0,6643.0,217.0,1141.0,6.0,26452.0,14198.0,2397.0,1257.0,398.0,4451.0,41035.0,29.7,16200.0,17095.0,40.0,897.0,487.0,872.0,1127.0,1548.0,2020.0,2143.0,1577.0,6384.0,6367.0,1941.0,8382.0,5181.0,88329.0,1934.0,29287.0,15543.0,9255.0,6288.0,4836.0
California,Los Angeles,North Hills,63193.0,31142.0,32051.0,4038.0,4019.0,4173.0,4931.0,4952.0,9059.0,8738.0,8177.0,3540.0,3697.0,4876.0,1809.0,1184.0,35.4,19707.0,3179.0,715.0,8564.0,433.0,256.0,44.0,32735.0,20375.0,3474.0,1842.0,461.0,2847.0,56311.0,31.8,18045.0,18681.0,0.0,539.0,1159.0,1643.0,2557.0,3021.0,3269.0,5758.0,460.0,275.0,9548.0,3185.0,7837.0,2996.0,77790.0,1954.0,37245.0,25739.0,12977.0,12762.0,6995.0
California,Los Angeles,North Hollywood,36307.0,17839.0,18468.0,1643.8,1731.4,1855.4,1696.4,2499.2,7413.8,5955.6,4780.0,2164.2,2083.8,2607.8,1383.4,492.2,37.160000000000000,19221.0,2064.2,315.4,2738.2,390.2,237.0,40.4,21742.8,12730.8,1572.8,1010.4,264.6,3170.6,32728.0,30.120000000000000,14583.4,15675.6,56.4,871.2,874.2,947.4,2140.2,2233.0,2348.6,2994.0,2123.2,1087.4,4869.6,2295.0,7386.8,2520.8,75189.4,1965.0,23253.8,12864.4,7845.0,5019.4,3947.0
California,Los Angeles,Northridge,33928.0,17068.333333333300,16859.666666666700,1613.3333333333300,1716.0,2044.0,2044.3333333333300,2375.6666666666700,4627.0,4748.666666666670,4791.0,2321.0,1968.6666666666700,3361.6666666666700,1581.3333333333300,735.3333333333330,40.300000000000000,14121.0,2256.0,225.33333333333300,7702.333333333330,1342.6666666666700,955.0,53.0,18786.0,12135.0,1461.6666666666700,289.3333333333330,432.0,2533.0,31462.0,30.666666666666700,11858.666666666700,12739.333333333300,171.0,938.0,1225.3333333333300,979.3333333333330,1555.0,2331.3333333333300,2606.6666666666700,2583.6666666666700,201.0,148.0,3952.0,1864.6666666666700,7177.0,3931.3333333333300,108703.0,2503.0,21396.666666666700,12434.0,8542.0,3892.0,3633.0
California,Los Angeles,Pacific Highlands,21298.0,10120.0,11178.0,1376.0,1538.0,1732.0,1241.0,506.0,1147.0,2708.0,3064.0,1404.0,1486.0,2781.0,1556.0,759.0,46.7,17587.0,172.0,0.0,1596.0,183.0,474.0,2.0,9645.0,5369.0,381.0,11.0,168.0,2975.0,21155.0,26.6,8135.0,9106.0,91.0,430.0,777.0,879.0,655.0,1703.0,1046.0,1961.0,1045.0,519.0,790.0,646.0,5675.0,5923.0,225256.0,,18136.0,3162.0,2399.0,763.0,1349.0
California,Los Angeles,Pacific Palisades,21298.0,10120.0,11178.0,1376.0,1538.0,1732.0,1241.0,506.0,1147.0,2708.0,3064.0,1404.0,1486.0,2781.0,1556.0,759.0,46.7,17587.0,172.0,0.0,1596.0,183.0,474.0,2.0,9645.0,5369.0,381.0,11.0,168.0,2975.0,21155.0,26.6,8135.0,9106.0,91.0,430.0,777.0,879.0,655.0,1703.0,1046.0,1961.0,1045.0,519.0,790.0,646.0,5675.0,5923.0,225256.0,,18136.0,3162.0,2399.0,763.0,1349.0
California,Los Angeles,Pacoima,99804.0,51123.0,48681.0,5650.0,6872.0,7365.0,7465.0,8076.0,15572.0,12893.0,13240.0,6323.0,4505.0,6822.0,3879.0,1142.0,34.3,33934.0,1902.0,1007.0,4574.0,67.0,318.0,88.0,48119.0,30578.0,7027.0,1587.0,606.0,2663.0,87301.0,30.1,22995.0,23926.0,15.0,552.0,1143.0,1102.0,2554.0,2385.0,2826.0,9832.0,2903.0,614.0,17118.0,2463.0,5491.0,1671.0,76942.0,1897.0,56881.0,42543.0,20577.0,21966.0,11382.0
California,Los Angeles,Palms,55061.0,26885.0,28176.0,2362.0,1918.0,2051.0,1837.0,3990.0,15739.0,9119.0,6168.0,3330.0,2642.0,3668.0,1672.0,565.0,34.7,25229.0,5161.0,501.0,10873.0,2307.0,2939.0,129.0,37423.0,21258.0,1871.0,2274.0,686.0,7808.0,51279.0,26.5,25261.0,28847.0,92.0,934.0,960.0,1940.0,4906.0,6154.0,5159.0,3801.0,2778.0,2123.0,3878.0,2667.0,16099.0,10829.0,97511.0,2155.0,37402.0,17446.0,9102.0,8344.0,4471.0
California,Los Angeles,Panorama City,67937.0,34269.0,33668.0,4066.0,4797.0,5102.0,4454.0,5465.0,10708.0,9282.0,9053.0,3738.0,3455.0,5040.0,1846.0,931.0,34.4,12486.0,2196.0,512.0,10311.0,616.0,314.0,58.0,36136.0,21906.0,4261.0,2597.0,473.0,2430.0,58354.0,30.9,20036.0,20571.0,7.0,828.0,781.0,1405.0,3143.0,4385.0,2793.0,4629.0,2222.0,378.0,11303.0,2555.0,6654.0,1283.0,55130.0,1674.0,33143.0,34389.0,15703.0,18686.0,8506.0
California,Los Angeles,Park La Brea,37713.0,18563.0,19150.0,1615.0,1351.0,1658.0,1204.0,2401.0,9361.0,7504.0,4833.0,1983.0,1826.0,2543.0,996.0,438.0,36.5,22708.0,2388.0,140.0,7222.0,683.0,697.0,24.0,25290.0,13818.0,1292.0,588.0,754.0,5565.0,35350.0,29.1,19753.0,21848.0,33.0,1413.0,1751.0,1153.0,1752.0,1265.0,1096.0,1858.0,3266.0,8261.0,2474.0,1241.0,13003.0,7294.0,97583.0,2652.0,27774.0,9795.0,5395.0,4400.0,2693.0
California,Los Angeles,Pico Heights,56628.0,27655.0,28973.0,2494.0,3485.0,3274.0,3429.0,4294.0,10683.0,8221.0,7536.0,3090.0,3164.0,4171.0,2084.0,703.0,35.7,13244.0,1669.0,985.0,10370.0,105.0,854.0,118.0,30289.0,15603.0,1895.0,7234.0,762.0,2108.0,42454.0,34.6,19100.0,21251.0,78.0,1137.0,965.0,934.0,2067.0,1497.0,2772.0,1751.0,1926.0,8124.0,9419.0,1678.0,6381.0,1816.0,47599.0,1369.0,25371.0,30704.0,9548.0,21156.0,4895.0
California,Los Angeles,Pierce College,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
California,Los Angeles,Playa Vista,11891.0,5590.0,6301.0,1314.0,704.0,276.0,210.0,284.0,2632.0,3106.0,1404.0,484.0,226.0,698.0,390.0,163.0,36.7,6968.0,889.0,0.0,2123.0,271.0,614.0,0.0,7305.0,3449.0,547.0,19.0,230.0,2374.0,11528.0,29.9,5903.0,6544.0,49.0,2732.0,3011.0,343.0,310.0,99.0,0.0,0.0,0.0,0.0,211.0,429.0,3901.0,3754.0,156536.0,3949.0,9221.0,2599.0,1181.0,1418.0,642.0
California,Los Angeles,Playa del Rey,13039.0,7007.0,6032.0,388.0,453.0,331.0,145.0,666.0,2930.0,2174.0,1515.0,827.0,997.0,1686.0,782.0,145.0,41.4,9425.0,465.0,44.0,1488.0,159.0,425.0,13.0,8481.0,4750.0,322.0,54.0,48.0,2108.0,12667.0,31.2,6657.0,7073.0,11.0,76.0,505.0,353.0,1231.0,2080.0,1440.0,1026.0,190.0,161.0,674.0,507.0,4819.0,3201.0,124688.0,2757.0,10986.0,1948.0,1408.0,540.0,1024.0
California,Los Angeles,Porter Ranch,36503.0,18277.0,18226.0,1777.0,2100.0,2231.0,2414.0,1372.0,3712.0,5065.0,5751.0,2517.0,2187.0,4521.0,2070.0,786.0,44.1,16303.0,3026.0,258.0,11410.0,2290.0,1286.0,45.0,19232.0,12787.0,1212.0,31.0,90.0,3651.0,35022.0,33.4,12719.0,13396.0,299.0,1312.0,2322.0,945.0,1674.0,2914.0,2733.0,1074.0,80.0,43.0,3849.0,1956.0,8557.0,6145.0,142170.0,3142.0,23007.0,13466.0,11121.0,2345.0,3194.0
California,Los Angeles,Rampart Village,58833.0,29865.0,28968.0,3221.0,3287.0,2932.0,2533.0,4671.0,11891.0,8347.0,7780.0,3772.0,3365.0,4517.0,1747.0,770.0,35.9,17019.0,2619.0,741.0,14584.0,485.0,789.0,68.0,34462.0,17503.0,2683.0,4706.0,785.0,4588.0,49683.0,32.2,23047.0,25617.0,149.0,878.0,781.0,1376.0,2325.0,3333.0,3679.0,2243.0,1996.0,8857.0,7764.0,2139.0,11262.0,4820.0,58420.0,1767.0,31407.0,27358.0,11475.0,15883.0,5019.0
California,Los Angeles,Rancho Park,25956.0,12908.0,13048.0,1526.0,1669.0,1028.0,734.0,1175.0,4703.0,3845.0,3492.0,1732.0,1473.0,2356.0,1469.0,754.0,40.1,16009.0,619.0,51.0,4902.0,642.0,2076.0,60.0,14869.0,8551.0,731.0,479.0,396.0,3441.0,25033.0,25.0,11414.0,12545.0,117.0,893.0,746.0,566.0,1268.0,1760.0,1093.0,1872.0,1758.0,2472.0,1566.0,921.0,7417.0,6334.0,123929.0,2783.0,18905.0,6926.0,4242.0,2684.0,2439.0
California,Los Angeles,Reseda,77158.0,38761.0,38397.0,4409.0,4159.0,5080.0,4913.0,5435.0,11099.0,10718.0,10318.0,5369.0,4248.0,6527.0,3087.0,1796.0,37.9,30301.0,3190.0,647.0,9605.0,1028.0,651.0,222.0,41109.0,27605.0,3532.0,1493.0,440.0,3458.0,68253.0,32.7,24392.0,25512.0,51.0,1308.0,866.0,1792.0,2820.0,3614.0,3100.0,9400.0,1826.0,735.0,11647.0,3654.0,10520.0,4831.0,74632.0,1965.0,43458.0,32798.0,19534.0,13264.0,8556.0
California,Los Angeles,San Pedro,42754.5,21397.5,21357.0,2196.0,2590.0,2563.5,2318.0,2270.5,6505.5,5906.5,6095.5,3018.5,2579.5,3863.5,1879.0,968.5,41.85,23646.5,2190.5,320.0,3017.0,128.5,430.5,185.5,22066.0,15015.0,1572.5,642.0,314.5,2104.0,37946.5,30.800000000000000,15996.0,16817.5,39.0,330.0,633.5,880.5,1991.5,3185.0,2388.5,2809.0,1232.5,3328.0,7500.5,2272.0,6314.0,3175.0,92069.5,2161.5,31967.0,9815.5,4977.0,4838.5,4842.0
California,Los Angeles,Sawtelle,44429.0,22865.0,21564.0,2100.0,987.0,1108.0,1218.0,4098.0,12912.0,7239.0,5352.0,2080.0,1615.0,3246.0,1633.0,841.0,34.8,27345.0,1542.0,73.0,10062.0,940.0,3440.0,30.0,30384.0,15059.0,1282.0,1412.0,1685.0,6922.0,42090.0,23.1,22166.0,24131.0,229.0,1352.0,1432.0,1729.0,4252.0,5354.0,4406.0,2689.0,897.0,1791.0,2947.0,1506.0,14459.0,10310.0,103511.0,2455.0,30031.0,14137.0,7353.0,6784.0,3255.0
California,Los Angeles,Shadow Hills,20911.0,10471.0,10440.0,1152.0,944.0,1156.0,780.0,1061.0,2617.0,2982.0,2633.0,1818.0,1678.0,2522.0,1154.0,414.0,43.6,14305.0,607.0,39.0,2084.0,64.0,93.0,6.0,11181.0,7446.0,834.0,52.0,37.0,1467.0,19621.0,35.6,7383.0,8008.0,0.0,131.0,300.0,268.0,649.0,1120.0,1070.0,2651.0,1081.0,738.0,3597.0,1366.0,3842.0,1588.0,103823.0,2218.0,14372.0,6295.0,5042.0,1253.0,2462.0
California,Los Angeles,Sherman Oaks,28837.0,14198.0,14639.0,1573.0,1107.5,1159.0,1116.5,1235.5,5849.5,4554.0,4619.0,1709.0,1490.5,2757.5,1142.0,524.0,39.75,20580.0,1573.0,57.0,1920.0,268.0,425.5,25.0,18685.0,10213.5,707.0,294.5,192.5,4516.5,27058.0,32.650000000000000,13412.5,14658.5,13.0,541.5,647.5,1171.0,1885.5,2637.0,2282.5,3066.5,1660.5,753.5,2244.5,1390.5,8857.0,5446.0,106087.5,2489.0,22422.0,6358.0,4427.5,1930.5,2382.5
