State,City,Neighborhood,total population,prop males,prop females,prop of people under 5,prop of people aged 5-9,prop of people aged 10-14,prop of people aged 15-19,prop of people aged 20-24,prop of people aged 25-34,prop of people aged 35-44,prop of people aged 45-54,prop of people aged 55-59,prop of people aged 60-64,prop of people aged 65-74,prop of people aged 75-84,prop of people aged over 85,median aged,prop of white people,prop of black people,prop of native american people,prop of asian people(including indian and chinese),prop of pacific islander,prop of employeed people 16 and over,prop of commuters who drive to work,prop of commuter who carpool to work,prop of commuter who took public transport to work,prop of commuters who walk to work,prop of commuters who work from home,prop with health insurance ,mean commute time to work,num of home owners,number of homes,number of houses built 2020 or more recent,Number of houses built 2010 to 2019,number of houses built 2000 to 2009,number of houses built 1990 to 1999,number of houses built 1980 to 1989,number of houses built 1970 to 1979,number of houses built 1960 to 1969,number of houses built 1950 to 1959,number of houses built 1940 to 1949,number of house built 1939 or before,prop of people 25 years or older who have high school degree,prop of poeple 25 years or older who have an associates degree,prop of people 25 years or older who have a bachelors degree,prop of people 25 years or older who have a grad or professional degree,median household yearly income,median montly housing costs,prop of people born in the US,prop of people born outside the US,prop of naturalized citizens,prop of non-citizens,prop of people with a disability
Texas,Fort Worth,Far Southwest,32314.0,0.498236059,0.501763941,0.059932743,0.078428339,0.0860824,0.083482907,0.05674527,0.130645128,0.138876854,0.1349673,0.059313817,0.04553238,0.081182563,0.036815828,0.007994471,35.63333333,0.656228939,0.289893418,0.003931308,0.048249008,0.001697327,0.670435199,0.820097489,0.081399362,0.00224312,0.002501941,0.093758088,0.851767036,29.4,10618.66667,11342.66667,336.3333333,2421.666667,3504.333333,1316,1662.666667,1309,459,276,46.66666667,11,0.376687001,0.111430388,0.328237982,0.183644629,95680.0,1688.0,0.798285182,0.100857409,0.057315937,0.043541473,0.099678158
Texas,Fort Worth,Far West,27189.714285714300,0.488073221,0.511926779,0.075191249,0.065828465,0.069569375,0.061572654,0.062492119,0.143184397,0.142264932,0.121621622,0.058115464,0.060054222,0.084480476,0.038827708,0.016797318,36.55714286,0.8784722,0.097023875,0.007156702,0.017198125,0.000149098,0.635040966,0.77277923,0.117577157,0.005455019,0.007910909,0.096277685,0.808782733,24.58571429,10376.14286,11454.71429,183.5714286,1401,1846,1363.714286,1777,1298.571429,1233.571429,1555.142857,609.7142857,186.4285714,0.400588733,0.111656676,0.31482916,0.172925431,88805.14285714290,1531.857142857140,0.837372878,0.081313561,0.032883257,0.048430304,0.112116977
Texas,Fort Worth,North,25920.5,0.479022395,0.520977605,0.059952547,0.059836809,0.051773693,0.054377809,0.080361104,0.173241257,0.129453521,0.128489034,0.061611466,0.052680311,0.086533825,0.044752223,0.016936402,37,0.620501973,0.324547226,0.002661977,0.050102201,0.002186624,0.709898247,0.800133902,0.0697699,0.005215124,0.009831213,0.115049861,0.79132347,25,11408,12566,23.5,188.5,793,1961.5,4582,3119,1181,595,95.5,27,0.300973256,0.113560154,0.366729369,0.218737221,68642.0,1265.5,0.674670747,0.162664626,0.067152881,0.095511746,0.087208966
Texas,Fort Worth,Northeast,39420.666666666700,0.498575197,0.501424803,0.069058531,0.073869882,0.078972958,0.068352472,0.067358915,0.162888333,0.150416025,0.127061102,0.063528437,0.046139081,0.060171484,0.024183592,0.007999188,34.2,0.776146172,0.13741084,0.008472026,0.076041747,0.001929215,0.677063014,0.76696959,0.108218483,0.002665268,0.008760994,0.113385664,0.795864267,25.6,13485.16667,14437.16667,136.8333333,2035.166667,3116.5,2507.333333,1746.833333,1136.833333,999.5,1343.166667,761.3333333,653.6666667,0.483464041,0.135476365,0.265749558,0.115310036,71788.83333333330,1318.0,0.705163869,0.147418065,0.055477976,0.09194009,0.082866855
Texas,Fort Worth,Northside,30549.0,0.504348206,0.495651794,0.070798826,0.070351457,0.078856918,0.07037328,0.066063264,0.157872053,0.144729233,0.125454188,0.059069037,0.054638995,0.064001004,0.028298799,0.009492946,35.16666667,0.849798122,0.115480485,0.007852131,0.026463116,0.000406145,0.647158805,0.758674232,0.120096666,0.003023723,0.012620248,0.105585131,0.78027104,26.45,10233.83333,11008.16667,118.3333333,1923,2389.333333,1197.166667,914.3333333,918.5,720.5,1150.5,836.1666667,840.3333333,0.510427834,0.130037023,0.240361937,0.119173206,70834.0,1231.5,0.71594483,0.142027585,0.045976956,0.096050629,0.082577717
Texas,Fort Worth,South East,39589.666666666700,0.495609124,0.504390876,0.075651054,0.087101853,0.077444451,0.085847317,0.069319435,0.153188121,0.123382364,0.115156312,0.052985207,0.047840767,0.067062954,0.031371823,0.013648343,31.53333333,0.380125182,0.575302067,0.012953722,0.029914264,0.001704765,0.605268115,0.772980472,0.140773128,0.009753432,0.011855464,0.064637504,0.699736463,26.46666667,12927,14474.66667,41,589,1056.666667,1255,2291.333333,2555.333333,2032,3226.333333,749.3333333,678.6666667,0.637656241,0.112903226,0.176000218,0.073440314,47377.666666666700,996.0,0.662605556,0.168697222,0.048683575,0.120013648,0.129823439
Texas,Fort Worth,Southside,29783.0,0.497815149,0.502184851,0.071541292,0.0805589,0.077896787,0.072452646,0.078136617,0.161880459,0.132803469,0.106954591,0.058624047,0.046325564,0.06711403,0.033110931,0.012600669,32.37142857,0.632437805,0.315853052,0.01202474,0.038179584,0.001504818,0.59419053,0.76029745,0.122337768,0.010596642,0.02311044,0.083657701,0.700049405,25.82857143,9784.428571,10919.28571,43.28571429,907.7142857,935.7142857,730.1428571,1466.285714,1469.571429,1353.142857,1911.714286,779.2857143,1322.428571,0.500014222,0.103677788,0.238060699,0.158247291,57595.42857142860,1141.5714285714300,0.638585476,0.180707262,0.055781477,0.124925785,0.11008677
Texas,Fort Worth,Sycamore,37618.0,0.488521452,0.511478548,0.073991174,0.085693019,0.08170025,0.076755808,0.071864533,0.151964485,0.130538572,0.1098623,0.05799883,0.044686055,0.069397629,0.034159179,0.011388165,31.76,0.55041786,0.393645306,0.008591581,0.045008753,0.0023365,0.623388092,0.779997741,0.131449153,0.006601323,0.011822141,0.070129642,0.737609655,28.3,12014.6,12961.4,12.6,870.4,1538.8,944.6,2466.4,2456.6,2021.8,2120,305.6,224.6,0.549785952,0.11433328,0.20378944,0.132091327,59174.2,1156.2,0.659231147,0.170384426,0.05641827,0.113966156,0.121059067
Texas,Fort Worth,Tcu-West Cliff,26451.571428571400,0.486155292,0.513844708,0.067028154,0.067751848,0.073973461,0.075210222,0.085536371,0.16248022,0.132679128,0.095527676,0.061692257,0.052354437,0.073417188,0.037740129,0.014608908,30.87142857,0.757447985,0.183910653,0.008666875,0.049074494,0.000899994,0.624935157,0.756235228,0.099481427,0.009219083,0.031914018,0.103150245,0.774790588,22.5,9850.714286,11061.57143,45.71428571,1245.571429,901.5714286,757.8571429,1417,1370.285714,1148.571429,1680.142857,985,1509.857143,0.323091047,0.087306945,0.350402311,0.239199698,66204.5,1292.0,0.692437856,0.153781072,0.049595821,0.104185251,0.101868104
Texas,Fort Worth,Wedgwood,35614.0,0.482894367,0.517105633,0.066496322,0.072853372,0.074672881,0.075234458,0.075846577,0.150519459,0.124406132,0.110905824,0.063929915,0.048570787,0.082557421,0.038406245,0.015600607,33.92,0.660729432,0.2704681,0.006912304,0.060140383,0.001749781,0.658192756,0.80540401,0.073703847,0.004024263,0.014313705,0.102554175,0.838058067,26.3,12825.4,13786,139.2,1611.6,2539.6,1878,3112,1804,1114.2,1109,263,215.4,0.350386474,0.099259518,0.331118964,0.219235044,83493.0,1571.2,0.753939154,0.123030423,0.058443167,0.064587256,0.108867299
Texas,Fort Worth,West,19842.0,0.489567584,0.510432416,0.084064106,0.058109062,0.069448644,0.062292108,0.07771394,0.157846991,0.151295232,0.142072372,0.063400867,0.047122266,0.05488358,0.021872795,0.009878036,34.4,0.406315789,0.550195489,0.000962406,0.042526316,0,0.74819408,0.764944916,0.0561676,0.001173921,0.024110529,0.153603034,0.87798609,25.4,7807,8713,63,1461,2635,1376,2222,641,162,129,24,0,0.372098796,0.108973563,0.367010053,0.151917587,70129.0,1487.0,0.735205354,0.132397323,0.081922757,0.050474566,0.091875819
Texas,Fort Worth,Western Hills-Ridglea,33704.333333333300,0.485847517,0.514152483,0.069699247,0.059097248,0.064615826,0.064516927,0.072127224,0.15852561,0.135482084,0.113447331,0.057762108,0.058968679,0.08582477,0.041799769,0.018133178,35.6,0.848239872,0.114916594,0.006304486,0.030539049,0,0.6408686,0.766376489,0.109053117,0.00703834,0.019376016,0.098156037,0.822184091,24.53333333,13733.5,15460.66667,186.1666667,1912.5,2013,1502,2196,1707.833333,1705.833333,2280.666667,1203.333333,753.3333333,0.337442435,0.09704382,0.356693737,0.208820008,78410.83333333330,1428.1666666666700,0.821535299,0.089232351,0.033072098,0.056160253,0.113387992
Texas,Houston,Bellaire,37267.5,0.501752532,0.498247468,0.072234521,0.062604817,0.061875293,0.059025961,0.076750855,0.186249748,0.147113772,0.112749044,0.052143288,0.049357684,0.06940699,0.035424633,0.015063393,35.46875,0.561495482,0.266626384,0.007338947,0.163829756,0.000709432,0.683506513,0.706166894,0.122741122,0.052243783,0.021812999,0.097035201,0.707665862,26.11875,15114,17277.3125,45.0625,1399.4375,1769.5,1739.4375,2928.75,5126.625,2884.6875,1079.125,152.375,152.3125,0.295063312,0.088435757,0.365524812,0.250976119,72685.1875,1393.0,0.421306577,0.289346712,0.088968129,0.200378583,0.088228685
Texas,Houston,Downtown,19680.4,0.567722201,0.432277799,0.061045507,0.027103108,0.025405988,0.034592793,0.087233999,0.274262718,0.187140505,0.115221235,0.060710148,0.047631146,0.056604541,0.016087071,0.006961241,38.5,0.660757034,0.241008815,0.006548005,0.091615738,7.04087E-05,0.682361168,0.715322552,0.050805028,0.023358427,0.0330836,0.177430393,0.764334058,22.86,8767.2,9941,171.6,3120.6,2326.8,704,484.6,384.6,571.4,516.6,569.4,1091.4,0.242544874,0.057883695,0.400631198,0.298940233,114965.6,1961.4,0.683215985,0.158392008,0.087469077,0.070922931,0.080730066
Texas,Houston,East End,22171.222222222200,0.535108073,0.464891927,0.064262482,0.058348911,0.066226991,0.067705384,0.079667838,0.168416516,0.138818589,0.123648774,0.063956781,0.055672769,0.070531871,0.029963767,0.012779329,34.95555556,0.688633018,0.261581965,0.016356136,0.03236365,0.001065231,0.582027678,0.76348079,0.1088558,0.03088534,0.028457776,0.068320294,0.650883778,26.01111111,7814.888889,8919.888889,56.44444444,1037.777778,664.5555556,461.5555556,496.1111111,739.8888889,1004.555556,1728.444444,1313.333333,1417.222222,0.56738143,0.09357303,0.219649599,0.119395941,56000.666666666700,1020.4444444444400,0.540025806,0.229987097,0.08499709,0.144990007,0.118266421
Texas,Houston,Far North,32955.555555555600,0.514457181,0.485542819,0.081911666,0.089079568,0.085188806,0.085421443,0.075664194,0.160799056,0.132569117,0.11650708,0.054504383,0.03991234,0.0529029,0.018877276,0.006662171,30.36666667,0.572504905,0.367717102,0.008994512,0.048821674,0.001961807,0.616212713,0.816803258,0.097419506,0.020213316,0.008988333,0.056575587,0.668563722,30.2,10365.66667,11373.88889,45.66666667,752.8888889,1714.222222,1417.777778,2481.222222,2359.333333,1458,636.4444444,372,136.3333333,0.622145034,0.128982328,0.176928702,0.071943937,44881.333333333300,1017.1111111111100,0.506265613,0.246867193,0.065904685,0.180962508,0.093317599
Texas,Houston,Far Northeast,39415.666666666700,0.506395511,0.493604489,0.07089609,0.079371993,0.08213739,0.078340254,0.060735156,0.136834338,0.158130862,0.128722082,0.052176799,0.048005446,0.067310376,0.028178305,0.009160909,34.70833333,0.706651985,0.253315686,0.008380752,0.028868843,0.002782735,0.659334606,0.789005955,0.101282639,0.01123683,0.007164453,0.091310124,0.820507074,33.1,13285.5,14259.25,281.9166667,3214.916667,3830.25,2183.25,2167.833333,1738.916667,437,178.75,79.58333333,146.8333333,0.411188596,0.130363659,0.303726876,0.154720869,86494.33333333330,1431.75,0.727409583,0.136295208,0.054958666,0.081336543,0.102025844
Texas,Houston,Galleria-Uptown,32889.857142857100,0.506126509,0.493873491,0.056283092,0.049715718,0.045632826,0.03720209,0.065356667,0.224172454,0.14956413,0.11289629,0.052226262,0.053885479,0.085123942,0.045493834,0.022447216,37.38571429,0.700348951,0.14186242,0.004282097,0.153080982,0.00042555,0.709060562,0.715509137,0.080915174,0.037123648,0.024032802,0.142419239,0.825803874,23.44285714,16442.71429,19154.14286,86.14285714,3044.142857,2632,2287.571429,2166.571429,4363.142857,3471.428571,914.1428571,91.14285714,97.85714286,0.122415263,0.066039515,0.467828934,0.343716288,88620.0,1721.7142857142900,0.513502282,0.243248859,0.080011082,0.163237777,0.074638729
Texas,Houston,Greater Heights,36374.375,0.508823176,0.491176824,0.067561298,0.055956288,0.048378838,0.050042097,0.062152271,0.200268046,0.157775907,0.121242633,0.059818897,0.054165879,0.075795117,0.032495404,0.014347326,36.325,0.801766387,0.098650848,0.012999546,0.086422381,0.000160839,0.7125997,0.734561493,0.082359677,0.017025614,0.016157345,0.149895871,0.825735837,25.2875,15382.25,17169.875,209.875,3308.25,2591.75,1147.75,1129.875,2150.125,2219,2158,911.75,1343.5,0.21140964,0.062855974,0.419717399,0.306016988,96744.75,1643.875,0.621411315,0.189294343,0.074540199,0.114754144,0.092915686
Texas,Houston,Greater Memorial,29605.0,0.487637223,0.512362777,0.040398581,0.047897315,0.056713393,0.050920453,0.054061814,0.150126668,0.136530991,0.139402128,0.062996116,0.055835163,0.112548556,0.061560547,0.031008276,42,0.770361333,0.058601595,0.002740497,0.168108869,0.000187705,0.634224874,0.72138843,0.077785124,0.015041322,0.023471074,0.16231405,0.929488262,21.7,13976.5,16707.5,51,3241,2937.5,2096.5,1452.5,2310,3465,1028,80,46,0.071309815,0.055982751,0.48124383,0.391463605,114903.5,2122.0,0.624538796,0.187730602,0.094939149,0.092791453,0.076574903
Texas,Houston,Medical,27092.666666666700,0.469056817,0.530943183,0.059930116,0.047792761,0.050487217,0.052400404,0.090454982,0.2181033,0.145322227,0.112914934,0.046599326,0.045602746,0.072904107,0.03791924,0.019568641,34.35,0.447224779,0.40019693,0.004901856,0.1476693,7.13516E-06,0.653429603,0.695730879,0.074885604,0.054784533,0.028888218,0.145710766,0.860669554,23.61666667,12495,14472.83333,102.6666667,2110,2294.666667,1521.833333,1711.333333,1736.666667,1744,1617.333333,873,761.3333333,0.183992517,0.06826786,0.361326385,0.386413237,70888.0,1424.5,0.63315743,0.183421285,0.069733619,0.113687666,0.110195871
Texas,Houston,Meyerland,33069.4,0.481230382,0.518769618,0.075386914,0.068576993,0.072568598,0.064210418,0.071232015,0.149413053,0.134390101,0.124501805,0.056118345,0.053808052,0.07825966,0.039595517,0.011938529,35.28,0.502135136,0.409542543,0.007279636,0.080588759,0.000453926,0.632920089,0.730530794,0.116570341,0.043969269,0.01462377,0.094305826,0.740769412,28.06,12059,13566,33.4,582,888.6,864.4,2232.8,3475.4,3244.8,2001,131.6,112,0.391863321,0.089170786,0.31139819,0.207567702,58963.2,1104.4,0.523835518,0.238082241,0.085608945,0.152473296,0.113022915
Texas,Houston,Midtown,22120.25,0.573659882,0.426340118,0.0346063,0.022174252,0.024479832,0.055639064,0.106621761,0.286626507,0.173664403,0.11578757,0.04383992,0.045851652,0.059606017,0.024445926,0.006656796,34,0.536971151,0.370950763,0.005103605,0.086614698,0.000359784,0.628396747,0.690972451,0.036228549,0.053783944,0.051767594,0.167247463,0.787502402,22.9,10289.25,12078.5,141,3196,2207.5,798.5,579.5,697.5,967.25,681,780.25,2030,0.210042702,0.061518225,0.376334452,0.352104621,84606.5,1676.5,0.726933615,0.136533192,0.061928498,0.074604694,0.090595721
Texas,Houston,Montrose,24815.8,0.551753318,0.448246682,0.043593195,0.02358175,0.020994689,0.025032439,0.095245771,0.308980569,0.175323786,0.11662731,0.055472723,0.043512601,0.065740375,0.021397658,0.004497135,34.72,0.749107168,0.128830273,0.007686323,0.114057535,0.000318701,0.732567903,0.709332507,0.0364545,0.022004416,0.032593396,0.199615181,0.856736434,21.96,12706.6,14526.4,197,4599.2,3262.8,1582.2,824.8,863.8,895,563.2,383,1355.4,0.113811839,0.045264989,0.43401487,0.406908302,110034.8,1971.4,0.694835402,0.152582299,0.086185628,0.066396671,0.061573675
Texas,Houston,North,28543.875,0.523610582,0.476389418,0.059715088,0.065837242,0.07092152,0.077048053,0.073150545,0.16202688,0.142491165,0.129646903,0.057455409,0.05231858,0.069489514,0.026735158,0.013163945,34.625,0.691081777,0.271776035,0.012856348,0.023546801,0.000739039,0.567253087,0.77145484,0.098258518,0.034018388,0.019697134,0.07657112,0.654466151,27,9564,10819.625,51.25,1255.125,826,651.25,614.25,966.25,1683.625,1866.875,1521.375,1383.625,0.590559869,0.082468329,0.212110067,0.114861735,50697.875,987.625,0.550301743,0.224849129,0.066152573,0.158696556,0.113229195
Texas,Houston,Northeast,29339.916666666700,0.504006203,0.495993797,0.068941914,0.084265179,0.090275194,0.08353807,0.071560644,0.135131604,0.138136611,0.125193494,0.052354727,0.047202474,0.065601754,0.026692873,0.011105462,33.40833333,0.52744584,0.437840604,0.012838584,0.019908783,0.001966189,0.59669087,0.790910206,0.130749645,0.019337993,0.005604484,0.053397673,0.715546795,30.84166667,9292.166667,10264.5,72.91666667,1222.166667,1338.333333,824.5,1067.666667,1369.916667,1404.833333,1657.75,887.8333333,418.5833333,0.616142617,0.123937863,0.190801048,0.069118473,47637.75,973.75,0.588652964,0.205673518,0.061623489,0.144050029,0.123114415
Texas,Houston,Northwest,34388.555555555600,0.503339289,0.496660711,0.075105736,0.071587124,0.076268914,0.076091206,0.069212303,0.156492632,0.139277602,0.120230568,0.054611192,0.051176587,0.06988113,0.027735325,0.012329683,33.31111111,0.642169288,0.295281076,0.012530852,0.049823807,0.000194977,0.631649417,0.789528944,0.098284361,0.025272909,0.009672807,0.077240979,0.709612694,28.54444444,11783.55556,12803.22222,47.44444444,1066,1446.222222,1156.333333,1707,2999.777778,1853.222222,1727.222222,600.8888889,199.1111111,0.506643056,0.106356625,0.254806901,0.132193418,54648.11111111110,1101.0,0.539689302,0.230155349,0.069569334,0.160586015,0.105438825
Texas,Houston,Pasadina,34254.230769230800,0.503749116,0.496250884,0.060646074,0.07193272,0.078970593,0.083720147,0.07344629,0.135015327,0.137312628,0.124487711,0.064607404,0.052853662,0.072783822,0.032357598,0.011866024,35.16923077,0.720911834,0.140441978,0.0096194,0.128273312,0.000753478,0.655845469,0.778877328,0.124019249,0.010157647,0.010210955,0.07673482,0.785805235,27.18461538,11945.23077,12912,85.92307692,1029.076923,2058.692308,1535.076923,2401.307692,3155.307692,1245.615385,1071.307692,203.6923077,126,0.394472949,0.145708909,0.30457802,0.155240121,77584.69230769230,1291.2307692307700,0.610958288,0.194520856,0.088037191,0.106483666,0.101710064
Texas,Houston,Rice,19875.0,0.548538365,0.451461635,0.039295597,0.039597484,0.034455346,0.052568553,0.102571069,0.238500629,0.158410063,0.126007547,0.045343396,0.049046541,0.072231447,0.030440252,0.011532075,34.9,0.72999019,0.120006925,0.009048416,0.140550522,0.000403947,0.627946567,0.67564532,0.046285714,0.036197044,0.060571429,0.181300493,0.846289308,20.74,8968.6,10415.2,60.6,2734,1580.4,1421,926.2,690,778.8,433.6,478,1312.6,0.11616186,0.042880376,0.376809494,0.46414827,119000.0,2080.4,0.665860288,0.167069856,0.08043862,0.086631236,0.063818868
Texas,Houston,Rice Military,28173.333333333300,0.571580691,0.428419309,0.052827733,0.022266919,0.016209181,0.020409371,0.091575958,0.311878845,0.188310459,0.11012778,0.060636536,0.045444865,0.061571226,0.01534548,0.003395646,34.73333333,0.728649052,0.155363834,0.005267742,0.110650241,6.91305E-05,0.712550291,0.70947205,0.033346273,0.014305124,0.035559006,0.207317547,0.823035968,22.43333333,13650.33333,15486.33333,243,5558.666667,4046.666667,1607,854.3333333,725,576,407.6666667,284.6666667,1183.333333,0.14173745,0.046654727,0.445108435,0.366499388,112333.33333333300,1995.6666666666700,0.697524538,0.151237731,0.088793241,0.06244449,0.05389257
Texas,Houston,River Oaks,21001.833333333300,0.510749062,0.489250938,0.047495854,0.026584981,0.024521669,0.025251764,0.087825666,0.307433478,0.15874011,0.106482767,0.056256993,0.048138655,0.076636167,0.02823563,0.006396267,39.23333333,0.780192419,0.087815015,0.005391749,0.12633535,0.000265468,0.790563978,0.720567275,0.037355093,0.017198784,0.024170943,0.200707906,0.934473974,21.13333333,11549.66667,13151,193.8333333,4076.166667,2935.666667,1616.166667,832.8333333,785,818.1666667,622.3333333,328.5,942.3333333,0.064147145,0.042825769,0.459187408,0.433839678,120179.33333333300,1913.0,0.690095461,0.15495227,0.083464239,0.071488031,0.065565705
Texas,Houston,Southeast,32597.21052631580,0.491679139,0.508320861,0.065788645,0.068504409,0.075112982,0.082595056,0.07811776,0.158224711,0.135197232,0.120518869,0.058217768,0.050051102,0.069250356,0.027727591,0.010693521,33.3,0.481777498,0.406749383,0.010847884,0.10002823,0.000597004,0.645170448,0.764073717,0.121369738,0.029643367,0.013503235,0.071409943,0.755907432,27.48947368,11601.15789,12785.63158,101.2105263,1505.684211,2286.578947,861.7368421,1422.842105,2152.526316,1356.842105,1830.315789,685.0526316,582.8421053,0.45786399,0.122595145,0.260260786,0.159280078,59433.0,1161.421052631580,0.606623042,0.196688479,0.081571543,0.115116936,0.111646621
Texas,Houston,Southwest,28923.0,0.477548762,0.522451238,0.064101234,0.057087538,0.066496757,0.063711036,0.074468663,0.179195005,0.139626891,0.127772756,0.053155916,0.048760008,0.075970187,0.035750095,0.013903912,35.21428571,0.479274426,0.407469903,0.011876562,0.100989713,0.000389395,0.648745607,0.749100408,0.098425321,0.040305914,0.010900012,0.101268346,0.796113819,27.21428571,11652.57143,12913.85714,62.42857143,1341.142857,1796.714286,1241.428571,2121.142857,2472.571429,2225.857143,1375.285714,167,110.2857143,0.32707393,0.079374644,0.30481178,0.288739647,65463.857142857100,1266.5714285714300,0.588819323,0.205590338,0.076653667,0.128936671,0.113281076
Texas,Houston,Spring Branch,38410.375,0.501534416,0.498465584,0.064432461,0.069717492,0.07076864,0.070042925,0.063150256,0.155452791,0.138107217,0.130521376,0.058167878,0.055896356,0.074491592,0.036708832,0.012542184,36.1125,0.736022149,0.123125336,0.01495367,0.125641859,0.000256986,0.664343164,0.749667972,0.110206228,0.018836251,0.017656458,0.103633091,0.777495013,25.75,14360.375,15875.125,87.875,2013,1941.875,1577,2054,3622.375,2618.625,1699.25,150.875,110.25,0.277141962,0.087789848,0.399907488,0.235160703,79962.875,1474.625,0.51807008,0.24096496,0.081957668,0.159007291,0.088130486
Texas,Houston,Sugarland,49156.11111111110,0.488305964,0.511694036,0.070516834,0.067476633,0.066803042,0.071958952,0.084427165,0.162986404,0.138022852,0.120572778,0.055397204,0.052910794,0.064924673,0.031129847,0.01287282,33.81111111,0.392832279,0.375587511,0.009546746,0.221214029,0.000819435,0.673307713,0.719031176,0.143300762,0.046173438,0.020444249,0.071050376,0.690984505,28.64444444,17483,19384.44444,43.44444444,754.7777778,2658.444444,2471.555556,5193.222222,5477.777778,1916.333333,625.4444444,112.6666667,130.7777778,0.431106819,0.122559687,0.305869294,0.1404642,52499.333333333300,1142.888888888890,0.379040699,0.31047965,0.120518874,0.189960776,0.09690216
Texas,Houston,West Houston,53199.0,0.4798187,0.5201813,0.062912367,0.067578808,0.072809169,0.067480122,0.06891107,0.158964454,0.147667249,0.127873644,0.054618038,0.052839339,0.069566627,0.03477039,0.014008722,35.7875,0.538380694,0.280808413,0.009278951,0.170214349,0.001317592,0.680466218,0.738246684,0.096998741,0.028182786,0.015809856,0.120761932,0.802851087,27.7875,20538.125,22842.625,96.875,2718.5,3694.875,3048.125,5157.25,5016,2353.5,571.25,114.75,71.5,0.265415228,0.107340684,0.395147241,0.232096847,76257.125,1481.125,0.496153968,0.251923016,0.115164052,0.136758964,0.089487114
Texas,Houston,West University,20429.166666666700,0.487750357,0.512249643,0.051592902,0.054937793,0.056496023,0.053200082,0.076157455,0.182378136,0.140134611,0.118531511,0.056292066,0.058829288,0.086126861,0.044429941,0.020893331,37.03333333,0.725606916,0.080338345,0.005673244,0.18830697,7.45254E-05,0.663258344,0.71582768,0.059294364,0.019003994,0.032539783,0.173334179,0.93683867,20.8,9253.5,10507.33333,70.16666667,2335.333333,1844.333333,1731.5,977.1666667,935,768,893.3333333,399.3333333,553.1666667,0.057866184,0.038708494,0.392339545,0.511085777,135905.16666666700,2185.0,0.620757635,0.189621182,0.090877712,0.09874347,0.074640016
Texas,Houston,Westchase,49426.5,0.499435188,0.500564812,0.06880587,0.063397165,0.061414423,0.05714883,0.079656999,0.188964085,0.14804474,0.116361331,0.050688059,0.052832657,0.062571023,0.034175324,0.015939493,35.08333333,0.536132356,0.253816623,0.008926174,0.200209852,0.000914995,0.69235176,0.706463164,0.115002698,0.060202802,0.02164666,0.096684676,0.704635503,26.98333333,20361.5,23136.66667,52.16666667,1686.333333,2212.5,2272.833333,4344.166667,7297,4242.833333,785.1666667,113.1666667,130.5,0.295664919,0.093440821,0.382812624,0.228081635,66345.33333333330,1375.3333333333300,0.405590498,0.297204751,0.094793537,0.202411214,0.086782057
Texas,San Antonio,145 Association,57532.0,0.501546965,0.498453035,0.071282069,0.063929639,0.058106793,0.050632691,0.098136689,0.213011889,0.128641452,0.095494681,0.045313912,0.045157478,0.075592714,0.033911562,0.020788431,31.9,0.706454609,0.155073137,0.012932436,0.123844904,0.001694915,0.687222581,0.734209055,0.095863611,0.017363052,0.017083566,0.135480715,0.830998401,23.8,24651,27299,123,2270,4902,5361,7877,4264,1738,532,40,192,0.287688685,0.144577848,0.341852295,0.225881172,61241.0,1256.0,0.702218891,0.148890555,0.055142429,0.093748126,0.127372593
Texas,San Antonio,165 Association,57532.0,0.501546965,0.498453035,0.071282069,0.063929639,0.058106793,0.050632691,0.098136689,0.213011889,0.128641452,0.095494681,0.045313912,0.045157478,0.075592714,0.033911562,0.020788431,31.9,0.706454609,0.155073137,0.012932436,0.123844904,0.001694915,0.687222581,0.734209055,0.095863611,0.017363052,0.017083566,0.135480715,0.830998401,23.8,24651,27299,123,2270,4902,5361,7877,4264,1738,532,40,192,0.287688685,0.144577848,0.341852295,0.225881172,61241.0,1256.0,0.702218891,0.148890555,0.055142429,0.093748126,0.127372593
Texas,San Antonio,184 Association,57532.0,0.501546965,0.498453035,0.071282069,0.063929639,0.058106793,0.050632691,0.098136689,0.213011889,0.128641452,0.095494681,0.045313912,0.045157478,0.075592714,0.033911562,0.020788431,31.9,0.706454609,0.155073137,0.012932436,0.123844904,0.001694915,0.687222581,0.734209055,0.095863611,0.017363052,0.017083566,0.135480715,0.830998401,23.8,24651,27299,123,2270,4902,5361,7877,4264,1738,532,40,192,0.287688685,0.144577848,0.341852295,0.225881172,61241.0,1256.0,0.702218891,0.148890555,0.055142429,0.093748126,0.127372593
Texas,San Antonio,Adams Hill,92770.0,0.507125148,0.492874852,0.084089684,0.074183464,0.084477741,0.066972081,0.074851784,0.186126981,0.165689339,0.103503288,0.037501347,0.03926916,0.054263232,0.017613453,0.011458446,30.8,0.783931003,0.164745045,0.015342714,0.033469511,0.002511726,0.696241993,0.730553328,0.157266328,0.010670053,0.006727257,0.094783035,0.835022098,29.6,29831,31715,1164,11172,8221,3125,5058,2385,290,205,0,95,0.44163445,0.180519759,0.255396263,0.122449527,83005.0,1508.0,0.83579602,0.08210199,0.046198248,0.035903742,0.12112752
